Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg12130225,ENSG00000168159,RNF187,-1015417,L8,0.00371519852223388,0.12871287128712872
cg12593511,ENSG00000078900,TP73,292329,R5,0.00371519852223388,0.3465346534653465
cg17876128,ENSG00000130764,LRRC47,-355472,L5,0.00371519852223388,0.26732673267326734
cg19896129,ENSG00000116641,DOCK7,-2480,L1,0.00371519852223388,0.019801980198019802
cg20944315,ENSG00000081277,PKP1,413118,R6,0.00371519852223388,0.18811881188118812
cg22372968,ENSG00000117155,SSX2IP,-67849,L2,0.00371519852223388,0.26732673267326734
cg26913155,ENSG00000130764,LRRC47,568607,R9,0.00371519852223388,0.26732673267326734
cg16578549,ENSG00000241563,CORT,559042,R8,0.003799463938172646,0.12871287128712872
cg00329272,ENSG00000130762,ARHGEF16,179507,R1,0.003799900334658418,0.09900990099009901
cg00508158,ENSG00000123080,CDKN2C,3236901,R9,0.003799900334658418,0.06930693069306931
cg18345456,ENSG00000196482,ESRRG,2500891,R7,0.003799900334658418,0.16831683168316833
cg23972860,ENSG00000171735,CAMTA1,-0,L1,0.003799900334658418,0.10891089108910891
cg04923840,ENSG00000082482,KCNK2,-0,L1,0.0038862182407348156,0.21782178217821782
cg18787437,ENSG00000065526,SPEN,-232717,L8,0.0038863292483895663,0.22772277227722773
cg12527995,ENSG00000162383,SLC1A7,449559,R7,0.003930088811026757,0.2871287128712871
cg08944484,ENSG00000196418,ZNF124,354115,R7,0.003974515436849454,0.1782178217821782
cg12130225,ENSG00000135775,COG2,1079348,R5,0.003974515436849454,0.09900990099009901
cg18190310,ENSG00000121644,DESI2,2408270,R8,0.003974515436849454,0.0891089108910891
cg12446045,ENSG00000133226,SRRM1,-857660,L10,0.004064489483940489,0.1782178217821782
cg15997518,ENSG00000117133,RPF1,3130066,R6,0.004064489483940489,0.10891089108910891
cg17489312,ENSG00000162441,LZIC,606132,R6,0.004064489483940489,0.10891089108910891
cg20321265,ENSG00000179002,TAS1R2,1624064,R9,0.004069380083560629,0.10891089108910891
cg00665114,ENSG00000116161,CACYBP,-422495,L5,0.004156282387079705,0.15841584158415842
cg00974095,ENSG00000168653,NDUFS5,-654305,L10,0.004156282387079705,0.039603960396039604
cg04221461,ENSG00000153187,HNRNPU,1137442,R8,0.004156282387079705,0.2376237623762376
cg14420230,ENSG00000116667,C1orf21,1151354,R9,0.004156282387079705,0.04950495049504951
cg16583536,ENSG00000075151,EIF4G3,-779306,L8,0.004156282387079705,0.04950495049504951
cg26109154,ENSG00000153187,HNRNPU,-383759,L3,0.004156282387079705,0.2376237623762376
cg26896979,ENSG00000142655,PEX14,38021,R3,0.004156282387079705,0.21782178217821782
cg04923840,ENSG00000042781,USH2A,567646,R2,0.00424754801550404,0.2376237623762376
cg04482628,ENSG00000054118,THRAP3,108264,R3,0.004249925560199078,0.13861386138613863
cg13443938,ENSG00000227372,TP73-AS1,-423313,L8,0.004249925560199078,0.10891089108910891
cg14856563,ENSG00000053371,AKR7A2,519368,R8,0.004249925560199078,0.18811881188118812
cg15594444,ENSG00000184292,TACSTD2,-850025,L6,0.004249925560199078,0.06930693069306931
cg19082496,ENSG00000121904,CSMD2,80255,R2,0.004249925560199078,0.09900990099009901
cg19867250,ENSG00000143748,NVL,-1130625,L7,0.004249925560199078,0.1188118811881188
cg25210796,ENSG00000172410,INSL5,2173614,R9,0.004293210272586758,0.07920792079207921
cg03226435,ENSG00000116213,WRAP73,489130,R4,0.004345450836710299,0.19801980198019803
cg14178083,ENSG00000116922,C1orf109,633810,R7,0.004345450836710299,0.3564356435643564
cg18395632,ENSG00000143179,UCK2,451726,R7,0.004345450836710299,0.1782178217821782
cg18795022,ENSG00000116288,PARK7,426939,R5,0.004345450836710299,0.0891089108910891
cg22628512,ENSG00000118200,CAMSAP2,360026,R3,0.004345450836710299,0.06930693069306931
cg25310233,ENSG00000116350,SRSF4,-1725937,L5,0.004345450836710299,0.26732673267326734
cg00329272,ENSG00000157911,PEX10,-846244,L10,0.00444289047243235,0.16831683168316833
cg15689121,ENSG00000168653,NDUFS5,873011,R5,0.00444289047243235,0.039603960396039604
cg16059167,ENSG00000157881,PANK4,-788815,L8,0.00444289047243235,0.22772277227722773
cg18154117,ENSG00000090621,PABPC4,376549,R4,0.00444289047243235,0.039603960396039604
cg22400454,ENSG00000042781,USH2A,1150031,R4,0.004491098070352146,0.2376237623762376
cg07921765,ENSG00000181218,HIST3H2A,-242526,L5,0.004542277148480404,0.07920792079207921
cg14420230,ENSG00000198756,COLGALT2,693958,R7,0.004542277148480404,0.16831683168316833
cg15689121,ENSG00000197982,C1orf122,-343850,L7,0.004542277148480404,0.04950495049504951
cg17936236,ENSG00000143190,POU2F1,-123722,L3,0.004542277148480404,0.10891089108910891
cg19082496,ENSG00000189280,GJB5,1321294,R6,0.004542277148480404,0.10891089108910891
cg21291759,ENSG00000159423,ALDH4A1,791138,R4,0.004542277148480404,0.0891089108910891
cg23631759,ENSG00000157911,PEX10,-798445,L10,0.004542277148480404,0.16831683168316833
cg23807924,ENSG00000153187,HNRNPU,-1832516,L7,0.004542277148480404,0.24752475247524752
cg24412662,ENSG00000149527,PLCH2,-429697,L7,0.004542277148480404,0.15841584158415842
cg24250588,ENSG00000164007,CLDN19,-0,L1,0.004635061728398029,0.32673267326732675
cg09664054,ENSG00000177181,RIMKLA,667367,R4,0.00464364397411431,0.13861386138613863
cg17421241,ENSG00000130764,LRRC47,494829,R9,0.00464364397411431,0.297029702970297
cg21393051,ENSG00000162757,C1orf74,370349,R5,0.00464364397411431,0.10891089108910891
cg21117808,ENSG00000241563,CORT,621838,R9,0.004745731048600553,0.13861386138613863
cg05223638,ENSG00000158109,TPRG1L,505396,R3,0.004747024489545148,0.25742574257425743
cg06880420,ENSG00000163362,C1orf106,740187,R6,0.004747024489545148,0.09900990099009901
cg12297374,ENSG00000162482,AKR7A3,570500,R7,0.004747024489545148,0.6732673267326733
cg14839558,ENSG00000157881,PANK4,565482,R10,0.004747024489545148,0.2376237623762376
cg15385853,ENSG00000157911,PEX10,-958894,L10,0.004747024489545148,0.16831683168316833
cg15594444,ENSG00000134716,CYP2J2,465786,R2,0.004747024489545148,0.15841584158415842
cg22711082,ENSG00000116809,ZBTB17,-94153,L6,0.004747024489545148,0.25742574257425743
cg23598604,ENSG00000137992,DBT,920001,R9,0.004747024489545148,0.1188118811881188
cg23631759,ENSG00000130764,LRRC47,553100,R9,0.004747024489545148,0.297029702970297
cg23807924,ENSG00000135747,ZNF670,248486,R3,0.004747024489545148,0.27722772277227725
cg26660461,ENSG00000122481,RWDD3,544152,R4,0.004747024489545148,0.15841584158415842
cg26896979,ENSG00000198793,MTOR,672268,R10,0.004747024489545148,0.18811881188118812
cg16516919,ENSG00000159388,BTG2,-18980,L2,0.004852452668698098,0.0594059405940594
cg17443007,ENSG00000198890,PRMT6,5939846,R7,0.004852452668698098,0.15841584158415842
cg17876128,ENSG00000198912,C1orf174,-251683,L2,0.004852452668698098,0.12871287128712872
cg21400442,ENSG00000188295,ZNF669,1695580,R9,0.004852452668698098,0.1188118811881188
cg24634746,ENSG00000162408,NOL9,-924127,L8,0.004852452668698098,0.2871287128712871
cg24997231,ENSG00000082497,SERTAD4,878607,R10,0.004852452668698098,0.21782178217821782
cg25362585,ENSG00000116213,WRAP73,226898,R4,0.004852452668698098,0.2079207920792079
cg26883161,ENSG00000121481,RNF2,1325039,R6,0.004852452668698098,0.18811881188118812
cg22031783,ENSG00000197921,HES5,-666921,L7,0.004911402793918042,0.12871287128712872
cg04482628,ENSG00000116819,TFAP2E,-520821,L10,0.004959962921930094,0.22772277227722773
cg15059176,ENSG00000157911,PEX10,-961210,L10,0.004959962921930094,0.16831683168316833
cg11958234,ENSG00000092621,PHGDH,1975591,R10,0.005069590098700418,0.25742574257425743
cg14200127,ENSG00000122481,RWDD3,-1891400,L3,0.005069590098700418,0.15841584158415842
cg17094624,ENSG00000153187,HNRNPU,-226822,L2,0.005069590098700418,0.24752475247524752
cg17455155,ENSG00000157911,PEX10,-711442,L10,0.005069590098700418,0.16831683168316833
cg17936236,ENSG00000143158,MPC2,365660,R4,0.005069590098700418,0.04950495049504951
cg17936236,ENSG00000143147,GPR161,533690,R6,0.005069590098700418,0.21782178217821782
cg20821187,ENSG00000118193,KIF14,67709,L1,0.005069590098700418,0.18811881188118812
cg21400442,ENSG00000188206,HNRNPU-AS1,-548882,L4,0.005069590098700418,0.07920792079207921
cg22400059,ENSG00000116649,SRM,543131,R5,0.005069590098700418,0.07920792079207921
cg23270529,ENSG00000054282,SDCCAG8,-0,L1,0.005069590098700418,0.0297029702970297
cg16600733,ENSG00000142609,C1orf222,-331085,L6,0.005120411740040306,0.06930693069306931
cg14036402,ENSG00000162438,CTRC,21262,R1,0.005126602914407931,0.039603960396039604
cg01074104,ENSG00000187801,ZFP69B,-395003,L9,0.005181369490192657,0.2871287128712871
cg08036553,ENSG00000088035,ALG6,-745571,L5,0.005181369490192657,0.0891089108910891
cg16516919,ENSG00000163444,TMEM183A,-303734,L9,0.005181369490192657,0.18811881188118812
cg16580616,ENSG00000116957,TBCE,274154,R5,0.005181369490192657,0.18811881188118812
cg17443007,ENSG00000134215,VAV3,6454361,R9,0.005181369490192657,0.24752475247524752
cg23981702,ENSG00000175984,DENND2C,-519955,L9,0.005181369490192657,0.13861386138613863
cg24347498,ENSG00000162738,VANGL2,-57990,L2,0.005181369490192657,0.32673267326732675
cg15010372,ENSG00000240021,TEX35,2649475,R8,0.005259746322338549,0.3465346534653465
cg02030141,ENSG00000142700,DMRTA2,-235083,L2,0.0052835411061290674,0.0594059405940594
cg00050294,ENSG00000116213,WRAP73,660511,R6,0.005295336831886253,0.2079207920792079
cg01791421,ENSG00000127481,UBR4,-459469,L10,0.005295336831886253,0.1188118811881188
cg06201717,ENSG00000157911,PEX10,-604396,L8,0.005295336831886253,0.1782178217821782
cg13058623,ENSG00000143674,MLK4,423035,R2,0.005295336831886253,0.1782178217821782
cg13305336,ENSG00000143641,GALNT2,827533,R7,0.005295336831886253,0.13861386138613863
cg13798621,ENSG00000197785,ATAD3A,51404,R2,0.005295336831886253,0.26732673267326734
cg15393179,ENSG00000117155,SSX2IP,2489302,R9,0.005295336831886253,0.27722772277227725
cg23270529,ENSG00000117020,AKT3,66865,R1,0.005295336831886253,0.009900990099009901
cg24446417,ENSG00000082497,SERTAD4,848115,R10,0.005295336831886253,0.2376237623762376
cg00393673,ENSG00000143149,ALDH9A1,136968,R3,0.005411528306075945,0.06930693069306931
cg12427162,ENSG00000143185,XCL2,311513,R3,0.005411528306075945,0.06930693069306931
cg13081288,ENSG00000143183,TMCO1,-1144578,L7,0.005411528306075945,0.04950495049504951
cg15386853,ENSG00000116213,WRAP73,240330,R4,0.005411528306075945,0.2079207920792079
cg16059167,ENSG00000157911,PEX10,-901618,L10,0.005411528306075945,0.1782178217821782
cg19243842,ENSG00000149527,PLCH2,-621551,L9,0.005411528306075945,0.1782178217821782
cg24307587,ENSG00000135847,ACBD6,-1640593,L8,0.005411528306075945,0.1485148514851485
cg25150520,ENSG00000078900,TP73,426552,R5,0.005411528306075945,0.37623762376237624
cg24310780,ENSG00000215834,FMO9P,1316295,R9,0.005461561311696496,0.06930693069306931
cg13429095,ENSG00000162891,IL20,125510,R3,0.00548815098585222,0.1188118811881188
cg03226435,ENSG00000130764,LRRC47,638583,R9,0.005529980544337299,0.297029702970297
cg12764314,ENSG00000157181,C1orf27,1690723,R9,0.005529980544337299,0.07920792079207921
cg15514918,ENSG00000162885,B3GALNT2,-419419,L3,0.005529980544337299,0.2871287128712871
cg15514918,ENSG00000168243,GNG4,-273146,L2,0.005529980544337299,0.0297029702970297
cg19726343,ENSG00000049246,PER3,328783,R2,0.005529980544337299,0.2376237623762376
cg23216101,ENSG00000197147,LRRC8B,-1506788,L7,0.005529980544337299,0.19801980198019803
cg23270529,ENSG00000179456,ZBTB18,629915,R2,0.005529980544337299,0.06930693069306931
cg26660461,ENSG00000067334,DNTTIP2,-810082,L7,0.005529980544337299,0.09900990099009901
cg07347148,ENSG00000143162,CREG1,-263797,L4,0.0056507306299366355,0.0594059405940594
cg13545909,ENSG00000227953,RP11-439E19.3,1286297,R5,0.0056507306299366355,0.49504950495049505
cg14380230,ENSG00000116213,WRAP73,432020,R4,0.0056507306299366355,0.2079207920792079
cg14786116,ENSG00000168264,IRF2BP2,-522960,L2,0.0056507306299366355,0.0891089108910891
cg15965383,ENSG00000186205,MARC1,-348009,L3,0.0056507306299366355,0.13861386138613863
cg17421241,ENSG00000157911,PEX10,-856716,L10,0.0056507306299366355,0.1782178217821782
cg17711754,ENSG00000064703,DDX20,-210561,L2,0.0056507306299366355,0.039603960396039604
cg18795022,ENSG00000041988,THAP3,-891763,L3,0.0056507306299366355,0.06930693069306931
cg19746567,ENSG00000162931,TRIM17,100528,R2,0.0056507306299366355,0.1782178217821782
cg22127730,ENSG00000215788,TNFRSF25,-1198277,L10,0.0056507306299366355,0.19801980198019803
cg24634746,ENSG00000171680,PLEKHG5,-958601,L9,0.0056507306299366355,0.31683168316831684
cg20991819,ENSG00000082482,KCNK2,-3207332,L8,0.005710491918713447,0.22772277227722773
cg06201717,ENSG00000197921,HES5,-487948,L5,0.005719363402957969,0.13861386138613863
cg14516243,ENSG00000116213,WRAP73,488220,R4,0.0057738161001834615,0.2079207920792079
cg18156192,ENSG00000064703,DDX20,-10194,L2,0.0057738161001834615,0.039603960396039604
cg22515475,ENSG00000162419,GMEB1,-1358814,L8,0.0057738161001834615,0.22772277227722773
cg25150520,ENSG00000149527,PLCH2,-705560,L9,0.0057738161001834615,0.1782178217821782
cg06358191,ENSG00000176022,B3GALT6,-56716,L4,0.005899274948723794,0.12871287128712872
cg24152264,ENSG00000135749,PCNXL2,298569,R2,0.005899274948723794,0.09900990099009901
cg25362585,ENSG00000227372,TP73-AS1,332115,R6,0.005899274948723794,0.13861386138613863
cg14170793,ENSG00000196890,HIST3H2BB,-878391,L7,0.006018478826593885,0.04950495049504951
cg02837162,ENSG00000181817,LSM10,-226850,L4,0.006027145627772367,0.04950495049504951
cg09511177,ENSG00000188295,ZNF669,-470071,L9,0.006027145627772367,0.12871287128712872
cg15131883,ENSG00000134709,HOOK1,2551936,R8,0.006027145627772367,0.42574257425742573
cg23670519,ENSG00000174514,MFSD4,-108228,L4,0.006027145627772367,0.2079207920792079
cg26803725,ENSG00000090621,PABPC4,1109557,R9,0.006027145627772367,0.0594059405940594
cg26896979,ENSG00000175279,APITD1,-0,L1,0.006027145627772367,0.22772277227722773
cg13798621,ENSG00000160072,ATAD3B,11016,R1,0.006157467050282038,0.1782178217821782
cg17943995,ENSG00000127463,EMC1,924526,R7,0.006157467050282038,0.21782178217821782
cg18165065,ENSG00000116273,PHF13,-1446571,L10,0.006157467050282038,0.2376237623762376
cg18345456,ENSG00000152104,PTPN14,346342,R2,0.006157467050282038,0.09900990099009901
cg20013177,ENSG00000060688,SNRNP40,1305318,R7,0.006157467050282038,0.19801980198019803
cg21604357,ENSG00000130764,LRRC47,669311,R9,0.006157467050282038,0.3069306930693069
cg18156192,ENSG00000116459,ATP5F1,-315437,L7,0.0062902785920484474,0.0297029702970297
cg18156192,ENSG00000007341,ST7L,745305,R3,0.0062902785920484474,0.3069306930693069
cg25199536,ENSG00000117713,ARID1A,420915,R9,0.0062902785920484474,0.26732673267326734
cg17933936,ENSG00000185888,PRSS38,1117683,R7,0.006385733671834181,0.0594059405940594
cg18183701,ENSG00000234996,RP11-480I12.7,-297354,L10,0.006424970642398497,0.32673267326732675
cg08847614,ENSG00000198912,C1orf174,-262148,L2,0.00642562009374825,0.13861386138613863
cg16926213,ENSG00000189339,SLC35E2B,-217146,L5,0.00642562009374825,0.1782178217821782
cg17094624,ENSG00000162852,CNST,1475077,R4,0.00642562009374825,0.2079207920792079
cg17442683,ENSG00000049249,TNFRSF9,-663384,L5,0.00642562009374825,0.06930693069306931
cg13935127,ENSG00000084070,SMAP2,-239875,L6,0.0065635318629088495,0.26732673267326734
cg16580616,ENSG00000143674,MLK4,-1735624,L7,0.0065635318629088495,0.18811881188118812
cg22947094,ENSG00000065526,SPEN,3727,R1,0.0065635318629088495,0.25742574257425743
cg24589834,ENSG00000204501,PRAMEF9,-1654900,L8,0.0066872891279697024,0.019801980198019802
cg26607897,ENSG00000143194,MAEL,-519387,L6,0.006691784580246589,0.009900990099009901
cg12905252,ENSG00000157911,PEX10,-683576,L10,0.006704054675807922,0.1782178217821782
cg14516243,ENSG00000078900,TP73,509973,R5,0.006704054675807922,0.40594059405940597
cg24250492,ENSG00000116698,SMG7,-701023,L7,0.006704054675807922,0.18811881188118812
cg00508158,ENSG00000186377,CYP4X1,-673090,L9,0.006775139233684397,0.32673267326732675
cg00393673,ENSG00000185630,PBX1,-625949,L4,0.006847229779300732,0.2079207920792079
cg10519004,ENSG00000158109,TPRG1L,227121,R3,0.006847229779300732,0.31683168316831684
cg14420230,ENSG00000116406,EDEM3,1454527,R10,0.006847229779300732,0.039603960396039604
cg15727188,ENSG00000116213,WRAP73,407462,R4,0.006847229779300732,0.21782178217821782
cg18131582,ENSG00000121481,RNF2,1102189,R5,0.006847229779300732,0.19801980198019803
cg18183701,ENSG00000183155,RABIF,-283460,L9,0.006847229779300732,0.0594059405940594
cg18231025,ENSG00000162607,USP1,3328495,R10,0.006847229779300732,0.10891089108910891
cg22711082,ENSG00000157191,NECAP2,370384,R7,0.006847229779300732,0.25742574257425743
cg23722204,ENSG00000162836,ACP6,124574,R1,0.006847229779300732,0.039603960396039604
cg25025181,ENSG00000185420,SMYD3,-0,L1,0.006847229779300732,0.06930693069306931
cg00935967,ENSG00000235054,RP5-1166F10.1,649347,R1,0.006969645006586658,0.009900990099009901
cg04482628,ENSG00000116871,MAP7D1,39427,R2,0.006993098892573486,0.19801980198019803
cg15633035,ENSG00000160716,CHRNB2,100739,R4,0.006993098892573486,0.22772277227722773
cg17489312,ENSG00000171612,SLC25A33,223500,R1,0.006993098892573486,0.32673267326732675
cg19243842,ENSG00000157881,PANK4,-600481,L8,0.006993098892573486,0.24752475247524752
cg25470758,ENSG00000134644,PUM1,124208,R2,0.006993098892573486,0.2079207920792079
cg16926213,ENSG00000169885,CALML6,4950,L1,0.006999095702051406,0.12871287128712872
cg09511177,ENSG00000162714,ZNF496,-242597,L6,0.007141704208820632,0.13861386138613863
cg22531801,ENSG00000168264,IRF2BP2,-1060798,L9,0.007141704208820632,0.0891089108910891
cg23631759,ENSG00000116213,WRAP73,403647,R4,0.007141704208820632,0.21782178217821782
cg25463742,ENSG00000054523,KIF1B,-397912,L7,0.007141704208820632,0.06930693069306931
cg27428948,ENSG00000182118,FAM89A,-1585757,L10,0.007141704208820632,0.0594059405940594
cg27444751,ENSG00000157881,PANK4,-571011,L8,0.007141704208820632,0.24752475247524752
cg04923840,ENSG00000196482,ESRRG,1447998,R3,0.007292375331705461,0.22772277227722773
cg04221461,ENSG00000203667,COX20,1121598,R6,0.007293088396844382,0.1188118811881188
cg07388700,ENSG00000175279,APITD1,469256,R5,0.007293088396844382,0.22772277227722773
cg12130225,ENSG00000135776,ABCB10,-4442,L1,0.007293088396844382,0.07920792079207921
cg16555926,ENSG00000157911,PEX10,-775782,L10,0.007293088396844382,0.1782178217821782
cg19320261,ENSG00000088035,ALG6,-504904,L5,0.007293088396844382,0.10891089108910891
cg22729726,ENSG00000078900,TP73,445228,R5,0.007293088396844382,0.40594059405940597
cg25469923,ENSG00000130764,LRRC47,-374113,L5,0.007293088396844382,0.32673267326732675
cg13056990,ENSG00000198912,C1orf174,-919241,L4,0.007447294602574315,0.13861386138613863
cg17514199,ENSG00000119285,HEATR1,-1283646,L5,0.007447294602574315,0.25742574257425743
cg24729839,ENSG00000185842,DNAH14,-368872,L4,0.007447294602574315,0.1782178217821782
cg04482628,ENSG00000092847,AGO1,-186539,L5,0.007604366450505434,0.3564356435643564
cg06033721,ENSG00000117569,PTBP2,1847987,R5,0.007604366450505434,0.25742574257425743
cg22022747,ENSG00000082497,SERTAD4,1168493,R10,0.007604366450505434,0.26732673267326734
cg25001190,ENSG00000088035,ALG6,2164424,R10,0.007604366450505434,0.10891089108910891
cg03002586,ENSG00000203668,CHML,-854129,L6,0.00776434804505235,0.15841584158415842
cg11682697,ENSG00000162601,MYSM1,2128037,R9,0.00776434804505235,0.13861386138613863
cg15059176,ENSG00000149527,PLCH2,-869477,L9,0.00776434804505235,0.21782178217821782
cg18787437,ENSG00000055070,SZRD1,179395,R4,0.00776434804505235,0.25742574257425743
cg25199536,ENSG00000198830,HMGN2,197332,R7,0.00776434804505235,0.15841584158415842
cg25470758,ENSG00000060688,SNRNP40,452272,R6,0.00776434804505235,0.2376237623762376
cg26784929,ENSG00000116218,NPHS2,610730,R6,0.00787577038563946,0.0594059405940594
cg12130225,ENSG00000196890,HIST3H2BB,-1052625,L9,0.007904560787101035,0.04950495049504951
cg04923840,ENSG00000196660,SLC30A10,4630179,R9,0.007925580057004796,0.27722772277227725
cg13058623,ENSG00000010072,SPRTN,-1549707,L7,0.007927283971818029,0.2079207920792079
cg13429095,ENSG00000162894,FAIM3,164542,R5,0.007927283971818029,0.16831683168316833
cg13942103,ENSG00000134248,LAMTOR5,-227264,L5,0.007927283971818029,0.039603960396039604
cg15576338,ENSG00000169174,PCSK9,-1367271,L3,0.007927283971818029,0.1485148514851485
cg16926213,ENSG00000189409,MMP23B,-270674,L7,0.007927283971818029,0.25742574257425743
cg22127730,ENSG00000204859,ZBTB48,-1075192,L6,0.007927283971818029,0.1485148514851485
cg24729839,ENSG00000143811,PYCR2,151707,R4,0.007927283971818029,0.15841584158415842
cg25839727,ENSG00000162437,RAVER2,947743,R3,0.007927283971818029,0.26732673267326734
cg26363759,ENSG00000171608,PIK3CD,333804,R3,0.007927283971818029,0.16831683168316833
cg27532845,ENSG00000182004,SNRPE,500336,R7,0.007927283971818029,0.2079207920792079
cg04781796,ENSG00000248333,CDK11B,-369273,L9,0.008093219298774818,0.2871287128712871
cg16386396,ENSG00000116213,WRAP73,414871,R4,0.008093219298774818,0.21782178217821782
cg24634746,ENSG00000204859,ZBTB48,-889382,L6,0.008093219298774818,0.1485148514851485
cg25340711,ENSG00000131584,ACAP3,147143,R8,0.008093219298774818,0.16831683168316833
cg26896979,ENSG00000130940,CASZ1,202337,R4,0.008093219298774818,0.26732673267326734
cg27444751,ENSG00000158109,TPRG1L,512513,R3,0.008093219298774818,0.31683168316831684
cg17516825,ENSG00000162775,RBM15,-324527,L8,0.008262199577356057,0.16831683168316833
cg21267167,ENSG00000069812,HES2,1686161,R10,0.008262199577356057,0.1485148514851485
cg07163168,ENSG00000162624,LHX8,-1272627,L10,0.0083599611776611,0.0594059405940594
cg18166959,ENSG00000135766,EGLN1,619411,R10,0.008434270843456135,0.12871287128712872
cg22012659,ENSG00000197852,FAM212B,-208502,L3,0.008434270843456135,0.49504950495049505
cg10037894,ENSG00000162753,SLC9C2,1157300,R8,0.008567444755461935,0.38613861386138615
cg25099516,ENSG00000142700,DMRTA2,2594407,R6,0.008598217155250103,0.06930693069306931
cg01176047,ENSG00000091483,FH,1005539,R2,0.00860947961833709,0.12871287128712872
cg04482628,ENSG00000171812,COL8A2,-0,L1,0.00860947961833709,0.1485148514851485
cg10037894,ENSG00000117523,PRRC2C,-749650,L5,0.00860947961833709,0.09900990099009901
cg15131146,ENSG00000117616,C1orf63,-437050,L6,0.00860947961833709,0.04950495049504951
cg15689121,ENSG00000090621,PABPC4,1407509,R10,0.00860947961833709,0.0891089108910891
cg18156192,ENSG00000134245,WNT2B,688328,R2,0.00860947961833709,0.25742574257425743
cg18156192,ENSG00000229020,AKR7A2P1,1145210,R10,0.00860947961833709,0.16831683168316833
cg24152264,ENSG00000135766,EGLN1,-1259819,L5,0.00860947961833709,0.12871287128712872
cg24499605,ENSG00000157911,PEX10,-797688,L10,0.00860947961833709,0.19801980198019803
cg00329272,ENSG00000157881,PANK4,-733441,L8,0.008787872909439715,0.25742574257425743
cg04781796,ENSG00000215790,SLC35E2,-282315,L7,0.008787872909439715,0.16831683168316833
cg08944484,ENSG00000153207,AHCTF1,71238,R2,0.008787872909439715,0.27722772277227725
cg11684541,ENSG00000121766,ZCCHC17,608570,R8,0.008787872909439715,0.18811881188118812
cg13047196,ENSG00000169174,PCSK9,-1889959,L7,0.008787872909439715,0.15841584158415842
cg13393782,ENSG00000157911,PEX10,-754567,L10,0.008787872909439715,0.19801980198019803
cg14094320,ENSG00000117597,DIEXF,422635,R7,0.008787872909439715,0.21782178217821782
cg15727188,ENSG00000130764,LRRC47,556915,R9,0.008787872909439715,0.33663366336633666
cg22877366,ENSG00000083444,PLOD1,-72072,L3,0.008787872909439715,0.10891089108910891
cg03002586,ENSG00000121644,DESI2,2162873,R8,0.008969498211097384,0.10891089108910891
cg18270687,ENSG00000174574,AKIRIN1,420911,R3,0.008969498211097384,0.1782178217821782
cg20848441,ENSG00000157911,PEX10,-459913,L8,0.008969498211097384,0.19801980198019803
cg25150520,ENSG00000116213,WRAP73,404799,R4,0.008969498211097384,0.22772277227722773
cg26896979,ENSG00000162441,LZIC,-490856,L7,0.008969498211097384,0.1485148514851485
cg07347148,ENSG00000143164,DCAF6,118217,R2,0.009154403505150331,0.0594059405940594
cg16576033,ENSG00000152904,GGPS1,222042,R4,0.009154403505150331,0.06930693069306931
cg18395632,ENSG00000143157,POGK,1463639,R10,0.009154403505150331,0.1188118811881188
cg04923840,ENSG00000136628,EPRS,4913353,R10,0.009342637261458647,0.06930693069306931
cg08530632,ENSG00000137975,CLCA2,-2114928,L10,0.009342637261458647,0.1188118811881188
cg15514918,ENSG00000116957,TBCE,-474917,L4,0.009342637261458647,0.21782178217821782
cg16059167,ENSG00000149527,PLCH2,-809885,L9,0.009342637261458647,0.21782178217821782
cg21526778,ENSG00000174371,EXO1,-1526410,L5,0.009342637261458647,0.24752475247524752
cg23843022,ENSG00000117597,DIEXF,1556760,R8,0.009342637261458647,0.22772277227722773
cg25025181,ENSG00000162851,TFB2M,325350,R1,0.009342637261458647,0.2871287128712871
cg26153353,ENSG00000157911,PEX10,-775279,L10,0.009342637261458647,0.19801980198019803
cg08036553,ENSG00000142856,ITGB3BP,-590412,L3,0.009534248438311818,0.12871287128712872
cg15391425,ENSG00000078900,TP73,462088,R5,0.009534248438311818,0.4158415841584158
cg23172853,ENSG00000182118,FAM89A,-666213,L9,0.009534248438311818,0.0594059405940594
cg25312122,ENSG00000162736,NCSTN,128328,R4,0.009534248438311818,0.0297029702970297
cg26803725,ENSG00000183520,UTP11L,-426432,L3,0.009534248438311818,0.25742574257425743
cg07163168,ENSG00000137968,SLC44A5,-823044,L9,0.009729286482733059,0.1782178217821782
cg16600733,ENSG00000157873,TNFRSF14,220714,R7,0.009729286482733059,0.27722772277227725
cg24593832,ENSG00000116191,RALGPS2,149011,R1,0.009729286482733059,0.019801980198019802
cg13429095,ENSG00000198049,AVPR1B,-681547,L9,0.009800220989656615,0.019801980198019802
cg27298324,ENSG00000203730,TEDDM1,-217588,L4,0.00990099257942519,0.37623762376237624
cg00935967,ENSG00000116198,CEP104,-48983,L4,0.009927801330676216,0.16831683168316833
cg14094320,ENSG00000196878,LAMB3,209498,R1,0.009927801330676216,0.1188118811881188
cg17943995,ENSG00000179051,RCC2,-851409,L4,0.009927801330676216,0.37623762376237624
cg22016731,ENSG00000049089,COL9A2,455015,R8,0.009927801330676216,0.3465346534653465
cg24250492,ENSG00000116679,IVNS1ABP,997113,R6,0.009927801330676216,0.1188118811881188
cg14839558,ENSG00000197530,MIB2,-308497,L10,0.010129843407113412,0.16831683168316833
cg16596317,ENSG00000162642,C1orf52,-29992,L2,0.010129843407113412,0.1485148514851485
